"original_miRNA_id","normalized_miRNA_id","miRNA_type","mature_or_precursor","arm","mapping_status","legacy_name_status","feature_family","primary_logFC","direction_retention_fraction","loo_min_logFC","loo_max_logFC","loo_max_absolute_change","loo_median_absolute_change","loo_FDR_lt_0_05_fraction"
"hsa-miR-21-5p:hsa-mir-21","hsa-miR-21-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.153537429236031,0.921052631578947,-0.266051900841595,0.0250278001477816,0.178565229383813,0.0189364602320418,0
"hsa-miR-26a-5p:hsa-mir-26a-1","hsa-miR-26a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.251091371148908,1,-0.321804974877929,-0.192492637959823,0.0707136037290202,0.0116736011412556,0
"hsa-let-7b-5p:hsa-let-7b","hsa-let-7b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0560305555351312,0.736842105263158,-0.133186540072941,0.145316214111005,0.189217095608073,0.0180665035620259,0
"hsa-let-7a-5p:hsa-let-7a-1","hsa-let-7a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0939977324163609,0.947368421052632,-0.255377261113583,-0.0136055564379745,0.161379528697222,0.0176029506911423,0
"hsa-miR-200c-3p:hsa-mir-200c","hsa-miR-200c-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.274720981705558,1,0.139617704875437,0.391899829263061,0.13510327683012,0.0218487599054007,0
"hsa-miR-200b-3p:hsa-mir-200b","hsa-miR-200b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.374084868134066,1,0.201885743004661,0.532558330368339,0.172199125129405,0.0241301417950597,0
"hsa-miR-92a-3p:hsa-mir-92a-1","hsa-miR-92a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0255714340004925,0.81578947368421,-0.0969482096705677,0.0498026322298542,0.0753740662303467,0.0160086062911363,0
"hsa-let-7f-5p:hsa-let-7f-1","hsa-let-7f-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.159403103251657,1,-0.319697156647794,-0.0686220195763019,0.160294053396137,0.0110290079570038,0
"hsa-miR-10a-5p:hsa-mir-10a","hsa-miR-10a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.12396333512316,1,0.0689327745839033,0.210199786223258,0.0862364511000981,0.0162728791429232,0
"hsa-miR-143-3p:hsa-mir-143","hsa-miR-143-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.155304575154206,0.947368421052632,-0.0761281883228616,0.37338441553676,0.231432763477068,0.0204598563883999,0
"hsa-let-7g-5p:hsa-let-7g","hsa-let-7g-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.148508121522175,0.947368421052632,-0.233840507107752,-0.0299963516060777,0.118511769916098,0.0120732461466028,0
"hsa-miR-27b-3p:hsa-mir-27b","hsa-miR-27b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0149167660690777,0.736842105263158,-0.0918641547970079,0.102280400969998,0.117197167039076,0.0138644917033817,0
"hsa-miR-26b-5p:hsa-mir-26b","hsa-miR-26b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.228937219551161,1,-0.315331949679176,-0.1676430536729,0.0863947301280151,0.0166950410072296,0
"hsa-miR-29a-3p:hsa-mir-29a","hsa-miR-29a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.178040466127986,1,-0.228696747198058,-0.0645205361226526,0.113519930005334,0.0107232229120132,0
"hsa-miR-100-5p:hsa-mir-100","hsa-miR-100-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.181333361674835,1,-0.355853197315644,-0.0835209819810021,0.174519835640809,0.0153951138653932,0
"hsa-miR-194-5p:hsa-mir-194-1","hsa-miR-194-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.67072361432374,1,0.346285434879163,1.14975167942362,0.479028065099877,0.0438781119977936,0
"hsa-miR-23a-3p:hsa-mir-23a","hsa-miR-23a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0243274745771985,0.552631578947369,-0.224672142909915,0.152943753087639,0.248999617487113,0.0250252959586037,0
"hsa-miR-10b-5p:hsa-mir-10b","hsa-miR-10b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0943715863754067,0.921052631578947,-0.174957024269894,0.00851010355215185,0.102881689927559,0.0198461529503858,0
"hsa-miR-23b-3p:hsa-mir-23b","hsa-miR-23b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.221038488522561,1,-0.505579549414472,-0.0779421862317388,0.284541060891911,0.02639303241743,0
"hsa-miR-7-5p:hsa-mir-7-1","hsa-miR-7-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.350946072736003,1,0.223918507730931,0.673294299259191,0.322348226523189,0.0262659367687844,0
"hsa-miR-192-5p:hsa-mir-192","hsa-miR-192-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.641766900390051,1,0.351912538183147,1.01634165044767,0.37457475005762,0.0370362346407971,0
"hsa-miR-16-5p:hsa-mir-16-1","hsa-miR-16-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.408901426744348,1,-0.721423233523303,-0.156443141781252,0.312521806778956,0.044733763966953,0
"hsa-miR-126-3p:hsa-mir-126","hsa-miR-126-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.11765813160366,0.947368421052632,-0.292275334523568,-0.00546765707660618,0.174617202919908,0.0150877822419996,0
"hsa-miR-146a-5p:hsa-mir-146a","hsa-miR-146a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.663137585303764,1,-0.743953278472891,-0.523763142893777,0.139374442409987,0.0138991108726351,0
"hsa-miR-30d-5p:hsa-mir-30d","hsa-miR-30d-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0906407705824496,0.947368421052632,0.00189010783992416,0.192722791817902,0.102082021235452,0.00825064421818553,0
"hsa-miR-155-5p:hsa-mir-155","hsa-miR-155-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.12388535153183,0.868421052631579,-0.246232080446131,0.0655954105739765,0.189480762105807,0.0221747596606066,0
"hsa-miR-151a-3p:hsa-mir-151a","hsa-miR-151a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0325194190309583,0.894736842105263,-0.151508967122109,0.0319075106026238,0.118989548091151,0.0085129680778158,0
"hsa-miR-125b-5p:hsa-mir-125b-1","hsa-miR-125b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0579092805609522,0.68421052631579,-0.108192447387377,0.144111815876349,0.166101727948329,0.0255168623056005,0
"hsa-miR-25-3p:hsa-mir-25","hsa-miR-25-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.235106099796809,1,-0.438961833753299,-0.0737347406535504,0.203855733956489,0.0233048067733919,0
"hsa-miR-150-5p:hsa-mir-150","hsa-miR-150-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.801654753953857,1,-1.06200393390752,-0.563397057374417,0.260349179953662,0.0168189368252066,0
"hsa-miR-146b-5p:hsa-mir-146b","hsa-miR-146b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.67685815436321,1,-0.822251356775186,-0.406860213223711,0.269997941139499,0.0241848879435813,0
"hsa-miR-125a-5p:hsa-mir-125a","hsa-miR-125a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.183422524603033,0.973684210526316,0.0334833574414556,0.315725736949416,0.149939167161577,0.0161020723419405,0
"hsa-miR-1-3p:hsa-mir-1-2","hsa-miR-1-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.166824639757948,0.947368421052632,0.0253074816212251,0.310712181546886,0.143887541788938,0.0206333642925548,0
"hsa-let-7i-5p:hsa-let-7i","hsa-let-7i-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0366902728011786,0.736842105263158,-0.130570059515443,0.087053806192506,0.123744078993685,0.0178988958710831,0
"hsa-miR-215-5p:hsa-mir-215","hsa-miR-215-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",2.32918018885813,1,1.95511106649338,2.8987865440356,0.56960635517747,0.0832344279677086,0
"hsa-let-7e-5p:hsa-let-7e","hsa-let-7e-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0717971817145554,0.868421052631579,-0.077431022354614,0.153954621850963,0.149228204069169,0.0125158478381289,0
"hsa-miR-486-5p:hsa-mir-486-1","hsa-miR-486-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.774301830357392,1,-1.23614797203519,-0.340209402863453,0.461846141677802,0.043854624359858,0
"hsa-miR-126-5p:hsa-mir-126","hsa-miR-126-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.151643785085479,0.973684210526316,-0.388079595099058,-0.0383045978038553,0.236435810013579,0.0244502139312147,0
"hsa-let-7c-5p:hsa-let-7c","hsa-let-7c-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.344079868612926,1,-0.883087471552159,-0.0526691070748824,0.539007602939232,0.0470337818452698,0
"hsa-miR-374a-5p:hsa-mir-374a","hsa-miR-374a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.179091229981827,1,-0.253826972844415,-0.0959336180851093,0.0831576118967181,0.0118466058500701,0
"hsa-miR-99a-5p:hsa-mir-99a","hsa-miR-99a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.449842391658032,1,-0.912112876485663,-0.220895422217379,0.462270484827632,0.0424371760060318,0
"hsa-miR-24-3p:hsa-mir-24-1","hsa-miR-24-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.103759655598757,0.973684210526316,-0.171239555495688,0.0307847747705937,0.134544430369351,0.0134207824732937,0
"hsa-miR-451a:hsa-mir-451a","hsa-miR-451a","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.767955747087265,1,-1.32491348990222,-0.421915559492613,0.556957742814956,0.0389636485993922,0
"hsa-miR-203a-3p:hsa-mir-203a","hsa-miR-203a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.267171456016329,0.973684210526316,0.049351009784058,0.467388995188902,0.21782044623227,0.0288997652946542,0
"hsa-miR-320b:hsa-mir-320b-1","hsa-miR-320b","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.206224622305022,1,0.0949763047519108,0.3217640176818,0.115539395376778,0.0174539202143674,0
"hsa-miR-99b-5p:hsa-mir-99b","hsa-miR-99b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.145470899967489,1,0.0758612141756728,0.208885355279307,0.0696096857918162,0.0118627149892617,0
"hsa-miR-93-5p:hsa-mir-93","hsa-miR-93-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0111584495307496,0.789473684210526,-0.159239611672198,0.15616162873593,0.16732007826668,0.0130099930538185,0
"hsa-miR-374b-5p:hsa-mir-374b","hsa-miR-374b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.210618351179695,1,-0.37016382890681,-0.117393246684388,0.159545477727114,0.0168045761503808,0
"hsa-miR-423-3p:hsa-mir-423","hsa-miR-423-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.278877084790811,1,0.123024196145876,0.520342826025066,0.241465741234254,0.0174008348785648,0
"hsa-miR-429:hsa-mir-429","hsa-miR-429","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.32964513044668,1,0.0963164487993485,0.577103298518796,0.247458168072117,0.0282430891330419,0
"hsa-miR-574-5p:hsa-mir-574","hsa-miR-574-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.230845386273565,1,0.0995975328308591,0.318359453999811,0.131247853442705,0.0139350546160465,0
"hsa-miR-27a-3p:hsa-mir-27a","hsa-miR-27a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.278365054506899,1,0.148321166895774,0.520573830385452,0.242208775878552,0.0198859953017716,0
"hsa-miR-28-5p:hsa-mir-28","hsa-miR-28-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0171186648640115,0.868421052631579,-0.0941469501092361,0.0767207619308711,0.0938394267948826,0.01512227473165,0
"hsa-miR-423-5p:hsa-mir-423","hsa-miR-423-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0203593029888884,0.894736842105263,-0.0595748477199037,0.0183885008365956,0.0392155447310153,0.00846695776959539,0
"hsa-miR-181a-5p:hsa-mir-181a-1","hsa-miR-181a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.234967024511133,1,-0.343864859157987,-0.156558752107457,0.108897834646854,0.0130230223492043,0
"hsa-miR-191-5p:hsa-mir-191","hsa-miR-191-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.090927954636152,0.921052631578947,-0.159324526330597,0.0185963119637493,0.109524266599901,0.0163811981127691,0
"hsa-miR-195-5p:hsa-mir-195","hsa-miR-195-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.189292924211286,0.973684210526316,-0.419983842256498,0.0280006279396869,0.230690918045212,0.0258592057314689,0
"hsa-miR-30e-3p:hsa-mir-30e","hsa-miR-30e-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.108020259619851,0.921052631578947,-0.208192697184503,0.0258866169433305,0.133906876563181,0.010691160795342,0
"hsa-miR-98-5p:hsa-mir-98","hsa-miR-98-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0299098654158194,0.789473684210526,-0.0785654093502926,0.0453150684817486,0.075224933897568,0.0117426897411393,0
"hsa-miR-148a-3p:hsa-mir-148a","hsa-miR-148a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.177021296019247,0.842105263157895,-0.197284066415662,0.806631528121529,0.629610232102281,0.0419113939135173,0
"hsa-miR-200a-3p:hsa-mir-200a","hsa-miR-200a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.259768862800637,0.973684210526316,0.045048793413524,0.425856537663975,0.214720069387113,0.0323848950382816,0
"hsa-miR-200b-5p:hsa-mir-200b","hsa-miR-200b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.29156004856524,1,0.175190244519594,0.421075174514638,0.129515125949398,0.0344462604058647,0
"hsa-miR-29b-3p:hsa-mir-29b-1","hsa-miR-29b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.41427987272672,1,-0.605574868622086,-0.219720595522274,0.194559277204447,0.0182084442200345,0
"hsa-miR-425-5p:hsa-mir-425","hsa-miR-425-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.00655684415123197,0.868421052631579,-0.0567704802557157,0.109642582352001,0.103085738200769,0.0192642808615127,0
"hsa-let-7d-5p:hsa-let-7d","hsa-let-7d-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.00177430570814854,0.894736842105263,-0.0795263927731182,0.0515224103524005,0.0813006984812668,0.0128721712261312,0
"hsa-miR-152-3p:hsa-mir-152","hsa-miR-152-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0828481113407436,0.921052631578947,-0.216333336783205,0.0226665570574609,0.133485225442461,0.0168223064494123,0
"hsa-let-7d-3p:hsa-let-7d","hsa-let-7d-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0840918560320042,0.894736842105263,0.023982543961608,0.172138020886873,0.0880461648548685,0.012240197238905,0
"hsa-miR-30a-3p:hsa-mir-30a","hsa-miR-30a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0212486590411295,0.868421052631579,-0.142711551252271,0.0957569808978159,0.163960210293401,0.0128449077024044,0
"hsa-miR-30a-5p:hsa-mir-30a","hsa-miR-30a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.182054514163923,0.947368421052632,-0.0242862506822576,0.442983685783785,0.260929171619862,0.027512910900078,0
"hsa-miR-379-5p:hsa-mir-379","hsa-miR-379-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0793840285043176,0.894736842105263,0.00347052373169187,0.134628965080481,0.0759135047726257,0.0110859889497071,0
"hsa-miR-196a-5p:hsa-mir-196a-1","hsa-miR-196a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.422096960463293,1,-0.630994691787076,-0.126409327008972,0.295687633454322,0.029200452963146,0
"hsa-miR-22-3p:hsa-mir-22","hsa-miR-22-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0625741483493565,0.526315789473684,-0.15428302671326,0.364835709661346,0.302261561311989,0.0247914039124635,0
"hsa-miR-218-5p:hsa-mir-218-1","hsa-miR-218-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.167021204823563,1,-0.338559430279105,-0.0531288839461523,0.171538225455542,0.0162666555981257,0
"hsa-miR-9-5p:hsa-mir-9-1","hsa-miR-9-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0588838719922034,0.631578947368421,-0.114562365839291,0.190537054572703,0.173446237831494,0.0187115723058219,0
"hsa-miR-214-3p:hsa-mir-214","hsa-miR-214-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.16325725310409,0.947368421052632,-0.411648229183629,0.0271617102711374,0.248390976079539,0.0192448727698302,0
"hsa-miR-20a-5p:hsa-mir-20a","hsa-miR-20a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0314074804509021,0.763157894736842,-0.237672691286205,0.0780634032488235,0.206265210835303,0.0146617125327797,0
"hsa-miR-92b-3p:hsa-mir-92b","hsa-miR-92b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.104761822636946,0.973684210526316,-0.0033661184301941,0.181508746689046,0.10812794106714,0.0145802667081734,0
"hsa-miR-151b:hsa-mir-151b","hsa-miR-151b","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0000730800484420461,0.947368421052632,-0.0505243773476017,0.0626617426595577,0.0625886626111157,0.0133093242724676,0
"hsa-miR-145-3p:hsa-mir-145","hsa-miR-145-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0632658071966667,0.552631578947369,-0.174816521555688,0.317348797741539,0.254082990544872,0.0196961317161382,0
"hsa-miR-197-3p:hsa-mir-197","hsa-miR-197-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0830809719654147,0.736842105263158,-0.341787990068054,0.0506617441963187,0.258707018102639,0.0270651695141862,0
"hsa-miR-145-5p:hsa-mir-145","hsa-miR-145-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.100825790433333,0.842105263157895,-0.0668679539435478,0.179512076477904,0.167693744376881,0.0273176422665498,0
"hsa-miR-200a-5p:hsa-mir-200a","hsa-miR-200a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.359085090133545,1,0.185906765318751,0.527964359951474,0.173178324814794,0.0318915728705525,0
"hsa-miR-181b-5p:hsa-mir-181b-1","hsa-miR-181b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.103125457022919,0.868421052631579,-0.237291288066087,-0.00489076547661039,0.134165831043168,0.0171402647583998,0
"hsa-miR-182-5p:hsa-mir-182","hsa-miR-182-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0223185791347625,0.605263157894737,-0.137705230946114,0.187832912910605,0.165514333775842,0.0294286469022367,0
"hsa-miR-15b-5p:hsa-mir-15b","hsa-miR-15b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.412411116182767,1,-0.654185702929016,-0.202157495017606,0.241774586746249,0.0365193118309937,0
"hsa-miR-320c:hsa-mir-320c-1","hsa-miR-320c","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.298811248766874,1,0.18777410502877,0.449195658091707,0.150384409324833,0.0126665226672285,0
"hsa-miR-224-5p:hsa-mir-224","hsa-miR-224-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0813290152930987,0.842105263157895,-0.091683782494014,0.249689430250676,0.173012797787113,0.0217452485550902,0
"hsa-miR-183-5p:hsa-mir-183","hsa-miR-183-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",0.0200236827205726,0.657894736842105,-0.219889165185836,0.166769937068425,0.239912847906408,0.0280966622676612,0
"hsa-miR-660-5p:hsa-mir-660","hsa-miR-660-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0641299367325793,0.710526315789474,-0.135461526394035,0.0368221361806879,0.100952072913267,0.0177008565426526,0
"hsa-miR-196b-5p:hsa-mir-196b","hsa-miR-196b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1","MATURE",-0.0766508410252171,0.868421052631579,-0.148430991810809,-0.0117019970389418,0.0717801507855923,0.0149661825400439,0
