"original_miRNA_id","feature_family","primary_logFC","primary_FDR","scenario","scenario_logFC","scenario_FDR","normalized_miRNA_id","miRNA_type","mature_or_precursor","arm","mapping_status","legacy_name_status"
"hsa-miR-3179:hsa-mir-3179-1","MATURE",0.390458669639714,0.954302845955942,"EXCLUDE_GSM4676457",0.488764192291718,0.982395915075059,"hsa-miR-3179","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-1179:hsa-mir-1179","MATURE",-0.448981569674659,0.951185018782856,"EXCLUDE_GSM4676457",-0.322583742496951,0.982395915075059,"hsa-miR-1179","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-3928-3p:hsa-mir-3928","MATURE",0.855936745385169,0.913328740245061,"EXCLUDE_GSM4676457",0.890019702452489,0.982395915075059,"hsa-miR-3928-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6749-3p:hsa-mir-6749","MATURE",0.432629077038596,0.954302845955942,"EXCLUDE_GSM4676457",0.676215301776246,0.982395915075059,"hsa-miR-6749-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-3065-5p:hsa-mir-3065","MATURE",-0.923845447574372,0.827381577615971,"EXCLUDE_GSM4676457",-1.21523141085175,0.787270317970335,"hsa-miR-3065-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-378d:hsa-mir-378d-1","MATURE",0.348570399873964,0.951185018782856,"EXCLUDE_GSM4676457",0.246295987055366,0.982395915075059,"hsa-miR-378d","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-1258:hsa-mir-1258","MATURE",0.241224635722682,0.986222444632175,"EXCLUDE_GSM4676457",0.30148589748153,0.982395915075059,"hsa-miR-1258","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-379-3p:hsa-mir-379","MATURE",0.122025441206862,0.989952442257322,"EXCLUDE_GSM4676457",-0.102043844334956,0.982395915075059,"hsa-miR-379-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6507-5p:hsa-mir-6507","MATURE",0.20976768924973,0.954302845955942,"EXCLUDE_GSM4676457",0.192305147883642,0.982395915075059,"hsa-miR-6507-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4713-5p:hsa-mir-4713","MATURE",-1.44156216112117,0.827381577615971,"EXCLUDE_GSM4676457",-1.32580692745435,0.939612721611654,"hsa-miR-4713-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-551b-5p:hsa-mir-551b","MATURE",0.323296314295224,0.961686339648352,"EXCLUDE_GSM4676457",0.280831781731903,0.982395915075059,"hsa-miR-551b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4510:hsa-mir-4510","MATURE",-0.380788529171258,0.951185018782856,"EXCLUDE_GSM4676457",-0.106418148937854,0.982395915075059,"hsa-miR-4510","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6746-3p:hsa-mir-6746","MATURE",0.392762621979701,0.954302845955942,"EXCLUDE_GSM4676457",0.437213843733735,0.982395915075059,"hsa-miR-6746-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-376c-3p:hsa-mir-376c","MATURE",0.0803986611905615,0.99698024720718,"EXCLUDE_GSM4676457",-0.23539970417776,0.982395915075059,"hsa-miR-376c-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-337-3p:hsa-mir-337","MATURE",-0.108841688692405,0.981068937087881,"EXCLUDE_GSM4676457",-0.245193423830476,0.982395915075059,"hsa-miR-337-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-5196-3p:hsa-mir-5196","MATURE",-1.80566534950118,0.633528608313097,"EXCLUDE_GSM4676457",-1.76822800092775,0.787270317970335,"hsa-miR-5196-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-3065-3p:hsa-mir-3065","MATURE",0.330038858648509,0.951185018782856,"EXCLUDE_GSM4676457",0.158202599275064,0.982395915075059,"hsa-miR-3065-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-410-3p:hsa-mir-410","MATURE",0.648902266797025,0.827381577615971,"EXCLUDE_GSM4676457",0.445668358300706,0.982395915075059,"hsa-miR-410-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-664b-5p:hsa-mir-664b","MATURE",0.171279392736398,0.962283635606115,"EXCLUDE_GSM4676457",0.237886924090187,0.982395915075059,"hsa-miR-664b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4436b-3p:hsa-mir-4436b-1","MATURE",1.08390249098748,0.901138084350497,"EXCLUDE_GSM4676457",1.16967352345212,0.981709722320661,"hsa-miR-4436b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-20b-5p:hsa-mir-20b","MATURE",-0.418851442751863,0.944180457304669,"EXCLUDE_GSM4676457",-0.211672875336471,0.982395915075059,"hsa-miR-20b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-7706:hsa-mir-7706","MATURE",0.810806385560974,0.827381577615971,"EXCLUDE_GSM4676457",0.777252132980178,0.857462747153135,"hsa-miR-7706","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-206:hsa-mir-206","MATURE",0.273940291478461,0.954302845955942,"EXCLUDE_GSM4676457",0.376540705055731,0.982395915075059,"hsa-miR-206","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-192-3p:hsa-mir-192","MATURE",-0.253299611134313,0.961686339648352,"EXCLUDE_GSM4676457",-0.724403875092286,0.981709722320661,"hsa-miR-192-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-3691-5p:hsa-mir-3691","MATURE",-0.755778936873696,0.942554188179476,"EXCLUDE_GSM4676457",-0.973945664441349,0.981709722320661,"hsa-miR-3691-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-22-5p:hsa-mir-22","MATURE",0.633702596068251,0.913328740245061,"EXCLUDE_GSM4676457",0.339291205842001,0.982395915075059,"hsa-miR-22-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-589-3p:hsa-mir-589","MATURE",-0.207479316105865,0.993275845678627,"EXCLUDE_GSM4676457",-0.0733269326290812,0.982395915075059,"hsa-miR-589-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-874-3p:hsa-mir-874","MATURE",-0.406601227830923,0.954302845955942,"EXCLUDE_GSM4676457",-0.541779547969805,0.982395915075059,"hsa-miR-874-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-153-3p:hsa-mir-153-1","MATURE",-0.678330104467491,0.948810508224733,"EXCLUDE_GSM4676457",-1.00980585700535,0.981709722320661,"hsa-miR-153-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-412-5p:hsa-mir-412","MATURE",-0.256604694900282,0.97180894193783,"EXCLUDE_GSM4676457",-0.34729352796913,0.982395915075059,"hsa-miR-412-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4646-3p:hsa-mir-4646","MATURE",0.342941155375532,0.954302845955942,"EXCLUDE_GSM4676457",0.69467533899161,0.982395915075059,"hsa-miR-4646-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-184:hsa-mir-184","MATURE",0.451239775284076,0.954302845955942,"EXCLUDE_GSM4676457",0.441676842914431,0.982395915075059,"hsa-miR-184","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4728-5p:hsa-mir-4728","MATURE",-0.917738520854889,0.827381577615971,"EXCLUDE_GSM4676457",-0.877956551212197,0.981709722320661,"hsa-miR-4728-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-124-3p:hsa-mir-124-1","MATURE",1.54565327788306,0.827381577615971,"EXCLUDE_GSM4676457",1.69242601902363,0.787270317970335,"hsa-miR-124-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-31-5p:hsa-mir-31","MATURE",0.309292387975809,0.961686339648352,"EXCLUDE_GSM4676457",0.186124293301845,0.982395915075059,"hsa-miR-31-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4732-3p:hsa-mir-4732","MATURE",-0.0858415227360105,0.99698024720718,"EXCLUDE_GSM4676457",0.167203539077319,0.982395915075059,"hsa-miR-4732-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-495-3p:hsa-mir-495","MATURE",0.210869915074739,0.954302845955942,"EXCLUDE_GSM4676457",-0.0519094515819916,0.982395915075059,"hsa-miR-495-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6780a-5p:hsa-mir-6780a","MATURE",-0.687470452508778,0.948810508224733,"EXCLUDE_GSM4676457",-0.592038101586912,0.982395915075059,"hsa-miR-6780a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-1827:hsa-mir-1827","MATURE",-0.208745974468766,0.954302845955942,"EXCLUDE_GSM4676457",-0.0762909060634913,0.982395915075059,"hsa-miR-1827","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6855-3p:hsa-mir-6855","MATURE",0.222295465915837,0.988794710274305,"EXCLUDE_GSM4676457",0.107939252414859,0.982395915075059,"hsa-miR-6855-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6812-3p:hsa-mir-6812","MATURE",0.120022618852407,0.99698024720718,"EXCLUDE_GSM4676457",0.211845233530177,0.982395915075059,"hsa-miR-6812-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-659-5p:hsa-mir-659","MATURE",2.20320183892183,0.444782861895594,"EXCLUDE_GSM4676457",2.17639476050945,0.415889479934264,"hsa-miR-659-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-326:hsa-mir-326","MATURE",0.287720414396928,0.954302845955942,"EXCLUDE_GSM4676457",0.137482068094527,0.982395915075059,"hsa-miR-326","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6894-5p:hsa-mir-6894","MATURE",-0.751941512493507,0.942554188179476,"EXCLUDE_GSM4676457",-0.856686647877165,0.982395915075059,"hsa-miR-6894-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-377-3p:hsa-mir-377","MATURE",0.465538164291312,0.951185018782856,"EXCLUDE_GSM4676457",0.293145172950355,0.982395915075059,"hsa-miR-377-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-939-5p:hsa-mir-939","MATURE",0.706225164727003,0.948810508224733,"EXCLUDE_GSM4676457",0.63695443298764,0.982395915075059,"hsa-miR-939-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6721-5p:hsa-mir-6721","MATURE",-0.221367421571238,0.97180894193783,"EXCLUDE_GSM4676457",0.170611699210903,0.982395915075059,"hsa-miR-6721-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-345-5p:hsa-mir-345","MATURE",-0.245856322275444,0.954302845955942,"EXCLUDE_GSM4676457",-0.286264554636166,0.982395915075059,"hsa-miR-345-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6819-3p:hsa-mir-6819","MATURE",1.24126458020335,0.832738092527362,"EXCLUDE_GSM4676457",1.41995977501768,0.981709722320661,"hsa-miR-6819-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-494-3p:hsa-mir-494","MATURE",0.436311047385945,0.942554188179476,"EXCLUDE_GSM4676457",0.273389623645615,0.982395915075059,"hsa-miR-494-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-650:hsa-mir-650","MATURE",1.31079221624894,0.913328740245061,"EXCLUDE_GSM4676457",0.664999444563858,0.982395915075059,"hsa-miR-650","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-548ay-3p:hsa-mir-548ay","MATURE",-0.199386660106862,0.989952442257322,"EXCLUDE_GSM4676457",-0.505412123864431,0.982395915075059,"hsa-miR-548ay-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-508-3p:hsa-mir-508","MATURE",-0.0783819029068152,0.99698024720718,"EXCLUDE_GSM4676457",0.146961065611961,0.982395915075059,"hsa-miR-508-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-346:hsa-mir-346","MATURE",0.744796784765349,0.942554188179476,"EXCLUDE_GSM4676457",1.05460324446937,0.981709722320661,"hsa-miR-346","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6883-3p:hsa-mir-6883","MATURE",-0.456651661893987,0.948810508224733,"EXCLUDE_GSM4676457",-0.407411436755782,0.982395915075059,"hsa-miR-6883-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-548ac:hsa-mir-548ac","MATURE",-1.29100746817727,0.827381577615971,"EXCLUDE_GSM4676457",-1.12949579227372,0.981709722320661,"hsa-miR-548ac","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-136-5p:hsa-mir-136","MATURE",-1.1447993621247,0.744249746139783,"EXCLUDE_GSM4676457",-1.10441789377979,0.836882216683793,"hsa-miR-136-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4665-5p:hsa-mir-4665","MATURE",0.362478655046734,0.961686339648352,"EXCLUDE_GSM4676457",0.306442967754909,0.982395915075059,"hsa-miR-4665-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-3622a-5p:hsa-mir-3622a","MATURE",0.447898753877207,0.954302845955942,"EXCLUDE_GSM4676457",0.589503890215391,0.982395915075059,"hsa-miR-3622a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-323b-3p:hsa-mir-323b","MATURE",0.393459129343872,0.954302845955942,"EXCLUDE_GSM4676457",0.420586793375004,0.982395915075059,"hsa-miR-323b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-219a-1-3p:hsa-mir-219a-1","MATURE",-1.16287014427661,0.824407689404813,"EXCLUDE_GSM4676457",-1.3236503618215,0.769218196718557,"hsa-miR-219a-1-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6510-5p:hsa-mir-6510","MATURE",-0.238091253053121,0.961686339648352,"EXCLUDE_GSM4676457",-0.277773948514838,0.982395915075059,"hsa-miR-6510-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-627-3p:hsa-mir-627","MATURE",0.385949067111092,0.954302845955942,"EXCLUDE_GSM4676457",0.145608663016435,0.982395915075059,"hsa-miR-627-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-93-3p:hsa-mir-93","MATURE",-0.386510020349701,0.951185018782856,"EXCLUDE_GSM4676457",-0.231669631414386,0.982395915075059,"hsa-miR-93-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-582-3p:hsa-mir-582","MATURE",0.158802364712053,0.994088918459872,"EXCLUDE_GSM4676457",-0.256114429814829,0.982395915075059,"hsa-miR-582-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-299-3p:hsa-mir-299","MATURE",0.522985199300559,0.951185018782856,"EXCLUDE_GSM4676457",0.229441466437421,0.982395915075059,"hsa-miR-299-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-26b-3p:hsa-mir-26b","MATURE",-0.353170645195963,0.954302845955942,"EXCLUDE_GSM4676457",-0.488706841734482,0.982395915075059,"hsa-miR-26b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-576-3p:hsa-mir-576","MATURE",0.280306579313877,0.954302845955942,"EXCLUDE_GSM4676457",0.155890822777146,0.982395915075059,"hsa-miR-576-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-1303:hsa-mir-1303","MATURE",0.554465830263888,0.913328740245061,"EXCLUDE_GSM4676457",0.720747649739336,0.981709722320661,"hsa-miR-1303","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4796-3p:hsa-mir-4796","MATURE",-1.02138350982149,0.901138084350497,"EXCLUDE_GSM4676457",-0.765110871091684,0.982395915075059,"hsa-miR-4796-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-504-3p:hsa-mir-504","MATURE",0.164917072957976,0.99698024720718,"EXCLUDE_GSM4676457",0.418330312781752,0.982395915075059,"hsa-miR-504-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-1273h-3p:hsa-mir-1273h","MATURE",-0.648342772179567,0.942554188179476,"EXCLUDE_GSM4676457",-0.87452357436741,0.981709722320661,"hsa-miR-1273h-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-944:hsa-mir-944","MATURE",-0.377692078652822,0.948810508224733,"EXCLUDE_GSM4676457",-0.647456200688415,0.981709722320661,"hsa-miR-944","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4742-3p:hsa-mir-4742","MATURE",0.687001205877582,0.913328740245061,"EXCLUDE_GSM4676457",1.05975091567522,0.836882216683793,"hsa-miR-4742-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6784-3p:hsa-mir-6784","MATURE",1.62620948188484,0.589486017696251,"EXCLUDE_GSM4676457",1.59623483332966,0.787270317970335,"hsa-miR-6784-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-136-3p:hsa-mir-136","MATURE",-0.267939421394619,0.954302845955942,"EXCLUDE_GSM4676457",-0.591439477851209,0.981709722320661,"hsa-miR-136-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-3198:hsa-mir-3198-1","MATURE",1.61906250921174,0.633528608313097,"EXCLUDE_GSM4676457",1.54030565969919,0.787270317970335,"hsa-miR-3198","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6868-3p:hsa-mir-6868","MATURE",1.35015862453915,0.827381577615971,"EXCLUDE_GSM4676457",1.60460592988078,0.836882216683793,"hsa-miR-6868-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-200c-5p:hsa-mir-200c","MATURE",-0.457653477825208,0.951185018782856,"EXCLUDE_GSM4676457",-0.784292313937081,0.982395915075059,"hsa-miR-200c-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-885-5p:hsa-mir-885","MATURE",-0.0437395758683091,0.99698024720718,"EXCLUDE_GSM4676457",0.4691701608571,0.982395915075059,"hsa-miR-885-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6769b-3p:hsa-mir-6769b","MATURE",0.0396876921048109,0.99775400192234,"EXCLUDE_GSM4676457",-0.10946408751911,0.982395915075059,"hsa-miR-6769b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-454-5p:hsa-mir-454","MATURE",-0.370196213109134,0.948810508224733,"EXCLUDE_GSM4676457",-0.378494321477619,0.982395915075059,"hsa-miR-454-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-548ar-3p:hsa-mir-548ar","MATURE",0.0713140790203647,0.99698024720718,"EXCLUDE_GSM4676457",0.115728564418556,0.982395915075059,"hsa-miR-548ar-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-let-7g-3p:hsa-let-7g","MATURE",0.758374774016137,0.913328740245061,"EXCLUDE_GSM4676457",0.637653558628335,0.982395915075059,"hsa-let-7g-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4525:hsa-mir-4525","MATURE",-0.0614427652964798,0.99698024720718,"EXCLUDE_GSM4676457",-0.19618755235051,0.982395915075059,"hsa-miR-4525","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-6503-3p:hsa-mir-6503","MATURE",-0.972456400735673,0.827381577615971,"EXCLUDE_GSM4676457",-0.856676315709142,0.981709722320661,"hsa-miR-6503-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4521:hsa-mir-4521","MATURE",-0.931762813127596,0.907086138049205,"EXCLUDE_GSM4676457",-1.2533387386541,0.857462747153135,"hsa-miR-4521","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-224-3p:hsa-mir-224","MATURE",-0.0270419588103336,0.99698024720718,"EXCLUDE_GSM4676457",-0.178137087899603,0.982395915075059,"hsa-miR-224-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-642b-3p:hsa-mir-642b","MATURE",0.166868094940001,0.988794710274305,"EXCLUDE_GSM4676457",-0.133812299736948,0.982395915075059,"hsa-miR-642b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-4659a-3p:hsa-mir-4659a","MATURE",-0.38912287763075,0.954302845955942,"EXCLUDE_GSM4676457",-0.114850663997071,0.982395915075059,"hsa-miR-4659a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
