"ensembl_gene_id","primary_log2FC","primary_FDR","EXCLUDE_GSM4676447_log2FC","EXCLUDE_GSM4676447_FDR","EXCLUDE_GSM4676457_log2FC","EXCLUDE_GSM4676457_FDR","EXCLUDE_BOTH_WARNING_FILES_log2FC","EXCLUDE_BOTH_WARNING_FILES_FDR","gene_symbol","gene_biotype","mapping_status"
"ENSG00000108671",0.0683892645374383,0.732520043643999,0.0276407250368851,0.955030345365243,0.0510497639064748,0.814504554476269,0.035474136998303,0.917840728724634,"PSMD11","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000168724",0.00307139468887222,0.989309382042359,-0.0378805756574954,0.93778148943593,-0.0084307054996581,0.976753539009322,-0.0237139059712046,0.953437340959461,"DNAJC21","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000151502",0.243178856883263,0.204780161531317,0.202241267624403,0.537442526896325,0.226104725900886,0.260059751195323,0.194765321429872,0.504074871307394,"VPS26B","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000213673",0.0920425873025934,0.803746475871284,0.0189457196736913,0.983678367150025,0.0150370755590382,0.973962007554638,-0.0475549031790603,0.93528557634026,"SLC25A5P3","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000175567",-0.181967883187109,0.65358755906855,-0.113925233721259,0.900625019411876,-0.146351489606974,0.746082070969872,-0.036535749328216,0.966570042142001,"UCP2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000104324",0.153341368081712,0.697543758977238,-0.00769644984179584,0.99320567992538,0.210087164831445,0.585692704373995,0.0793468919264072,0.902455157393617,"CPQ","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000213613",-0.10554047391441,0.768303983707993,-0.034404978685788,0.970745457507437,-0.0867604471613818,0.820798486526761,0.0101589107818357,0.990493611476878,"RPL11P3","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000234785",-0.0511195818369061,0.870868339327392,-0.0638283313587444,0.913869448721586,-0.0824102800846602,0.772950029139436,-0.0773969692807705,0.863830879324679,"EEF1GP5","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000166734",0.0993938066140514,0.725146306846006,0.0641329628187148,0.915951112948073,0.103868861448998,0.726476218985656,0.0938985020661853,0.844544027951259,"CASC4","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000110696",-0.11974013111761,0.508792050079673,-0.140337445263035,0.651120513494529,-0.123164088048868,0.521912538040687,-0.126012583687189,0.66335035240454,"C11orf58","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000123739",0.131752209955869,0.459210507618742,0.129590802507536,0.690666600002694,0.1400010032753,0.459416321962845,0.158554155696312,0.554969670343336,"PLA2G12A","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
