"ensembl_gene_id","primary_log2FC","direction_retention_fraction","loo_min_log2FC","loo_max_log2FC","loo_max_absolute_change","loo_median_absolute_change","loo_FDR_lt_0_05_fraction","gene_symbol","gene_biotype","mapping_status"
"ENSG00000198712",0.0829063646112068,0.868421052631579,-0.0107536763712719,0.200757371347555,0.117851006736348,0.017736514850035,0,"MT-CO2","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000198886",0.0219032260287742,0.947368421052632,-0.04794888297076,0.0609391384281087,0.0698521089995342,0.0167774933523753,0,"MT-ND4","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000198727",0.0302756459395312,0.868421052631579,-0.06904544448528,0.0799474317209683,0.0993210904248112,0.0163280911802505,0,"MT-CYB","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000198888",0.097507936427411,0.921052631578947,0.00220447859927189,0.150843733490711,0.0953034578281391,0.0176129780645774,0,"MT-ND1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000210082",0.061906152595008,0.473684210526316,-0.0622380440154861,0.159569129836971,0.124144196610494,0.0231277209677785,0,"MT-RNR2","Mt_rRNA","MAPPED_EXACT_VERSION"
"ENSG00000198938",0.0492025090498806,0.605263157894737,-0.058914266362237,0.151870039361543,0.108116775412118,0.0225017740748772,0,"MT-CO3","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000229344",0.129138500860816,0.973684210526316,0.00557299570343384,0.221513430680678,0.123565505157382,0.0175914029191515,0,"MTCO2P12","unprocessed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000198763",0.00584734179352345,0.842105263157895,-0.103973193305691,0.0783096493367591,0.109820535099214,0.018362582623081,0,"MT-ND2","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000198899",-0.0632597725231606,0.921052631578947,-0.204818266030479,-0.0250733083238557,0.141558493507319,0.0148122247229372,0,"MT-ATP6","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000211592",0.244330817860037,0.973684210526316,0.00851623307422897,0.47472296336278,0.235814584785808,0.0523764974310831,0,"IGKC","IG_C_gene","MAPPED_EXACT_VERSION"
"ENSG00000198840",-0.131283154049384,0.947368421052632,-0.330986838235815,0.00714404116831576,0.19970368418643,0.0175871922105375,0,"MT-ND3","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000247627",0.0142696602520084,0.947368421052632,-0.0438682543268441,0.0897737003576144,0.075504040105606,0.0182335560104128,0,"MTND4P12","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000162896",1.28750756395281,1,0.667618050469588,1.58881295520479,0.619889513483227,0.0601512372442679,0,"PIGR","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000198804",0.0540776230151028,0.5,-0.0775214147455933,0.122179134545071,0.131599037760696,0.0177775650441264,0,"MT-CO1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000248527",-0.031486464161596,0.605263157894737,-0.143893152072717,0.000446957141116277,0.112406687911121,0.016543781336036,0,"MTATP6P1","unprocessed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000225630",0.0844323135329663,0.842105263157895,-0.0303744691762168,0.161384781601229,0.114806782709183,0.0171218733879513,0,"MTND2P28","unprocessed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000211895",0.686258102573195,1,0.342614010311119,1.11949848494103,0.433240382367833,0.0704783301734678,0,"IGHA1","IG_C_gene","MAPPED_EXACT_VERSION"
"ENSG00000211459",0.0407735725138326,0.736842105263158,-0.0607811553650356,0.148308635519334,0.107535063005502,0.0237506275105483,0,"MT-RNR1","Mt_rRNA","MAPPED_EXACT_VERSION"
"ENSG00000198786",0.0388117678922776,0.789473684210526,-0.0339238651086206,0.0828523783548413,0.0727356330008982,0.0177899131082095,0,"MT-ND5","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000198744",-0.0188954665773677,0.789473684210526,-0.12993355844667,0.0671314430799149,0.111038091869302,0.0231179398659804,0,"MTCO3P12","unprocessed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000237973",0.0623458256374817,0.605263157894737,-0.0905019102061293,0.122788158024862,0.152847735843611,0.019948221673947,0,"MTCO1P12","unprocessed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000225972",0.0256933924704979,0.868421052631579,-0.0892148818212466,0.0894264833629719,0.114908274291744,0.0182275415637275,0,"MTND1P23","unprocessed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000211677",0.299814338449345,0.973684210526316,0.00422125957009077,0.656224855819545,0.3564105173702,0.0646149609911799,0,"IGLC2","IG_C_gene","MAPPED_EXACT_VERSION"
"ENSG00000034510",-0.0944660011044559,0.947368421052632,-0.197939098228109,-0.0166809383044281,0.103473097123653,0.0168066662605225,0,"TMSB10","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000269028",0.173551280628837,0.973684210526316,-0.0147446542577146,0.294423244428411,0.188295934886551,0.0216806180102421,0,"MTRNR2L12","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000228253",-0.0346234836169165,0.605263157894737,-0.153958091065414,0.0062353820108227,0.119334607448497,0.0167123169163477,0,"MT-ATP8","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000211890",0.766986853094068,1,0.449696668735085,1.20694334041978,0.439956487325711,0.0701169500354963,0,"IGHA2","IG_C_gene","MAPPED_EXACT_VERSION"
"ENSG00000211679",0.235718754924823,0.973684210526316,-0.0485501825242895,0.617286695536365,0.381567940611543,0.065422932046143,0,"IGLC3","IG_C_gene","MAPPED_EXACT_VERSION"
"ENSG00000212907",0.17204392655377,1,0.0969367613014548,0.213742384065307,0.0751071652523156,0.0166263136267183,0,"MT-ND4L","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000203875",-0.5373475540718,1,-0.791143812290626,-0.317458906071109,0.253796258218826,0.0315624569545324,0,"SNHG5","lncRNA","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000087086",0.0127803667989234,0.921052631578947,-0.0847323892002295,0.108145646110154,0.0975127559991529,0.0171656188238207,0,"FTL","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000210077",0.276692006320302,1,0.0917448275320029,0.456251011584929,0.184947178788299,0.0319323480778309,0,"MT-TV","Mt_tRNA","MAPPED_EXACT_VERSION"
"ENSG00000267541",-0.0353744227755416,0.473684210526316,-0.150614829263506,0.107602936824492,0.142977359600034,0.0199475294940085,0,"MTCO2P2","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000179914",1.72492928008265,1,1.3664422857775,2.34467325877668,0.619743978694028,0.067987748151103,0,"ITLN1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000275395",1.03098858229963,1,0.753207593175953,1.40861873995681,0.377630157657173,0.0349754224999586,0,"FCGBP","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000233041",1.81679277474465,1,1.49924775214064,2.30075142468921,0.483958649944558,0.0552911402318234,0,"PHGR1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000156508",0.016272217138386,0.947368421052632,-0.0705607614925112,0.0310930589987637,0.0868329786308972,0.00985399301821963,0,"EEF1A1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000132465",0.556412393907561,1,0.330190201796992,0.884532722619922,0.328120328712362,0.0540852282785561,0,"JCHAIN","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000270225",-0.0571457864235159,0.763157894736842,-0.168443675546708,0.0858199607125221,0.142965747136038,0.0222300341703492,0,"MTCO2P22","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000234745",0.0164111316350342,0.894736842105263,-0.100765505785926,0.0940528833009059,0.117176637420961,0.0187590438821456,0,"HLA-B","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000255823",0.119089968513769,0.921052631578947,-0.0161947838675449,0.254823864777971,0.135733896264203,0.0194194259828865,0,"MTRNR2L8","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000112306",-0.0705314823396044,0.894736842105263,-0.217451053591615,-0.00121549442325127,0.146919571252011,0.0167831660106556,0,"RPS12","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000173702",0.862359428575013,1,0.624252708607766,1.20622544719586,0.343866018620848,0.0328427285025561,0,"MUC13","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000174992",1.78517929419177,1,1.41636928979469,2.42886461698314,0.64368532279137,0.0881039528937762,0,"ZG16","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000270906",-0.107870185481619,0.894736842105263,-0.278094777845704,0.101986760177797,0.209856945659416,0.0272347749428571,0,"MTND4P35","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000137154",-0.00401633326095103,0.973684210526316,-0.099407311578022,0.025442732786726,0.095390978317071,0.0135714506351024,0,"RPS6","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000106541",0.987759595294319,1,0.56162109614362,1.27054432758525,0.426138499150699,0.0551019883918886,0,"AGR2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000171345",0.656404969970116,1,0.362809143562495,0.940998659364565,0.293595826407621,0.0442973894841592,0,"KRT19","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000184009",0.0607238431814958,0.526315789473684,-0.00738774488425027,0.174343507957743,0.113619664776247,0.0162543649185433,0,"ACTG1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000198034",-0.103836442471518,1,-0.195101876163325,-0.0664980826333468,0.0912654336918077,0.0138465075556823,0,"RPS4X","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000119888",1.10600143599463,1,0.678604416311102,1.3731331737781,0.427397019683524,0.0471405006747702,0,"EPCAM","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000204287",-0.595739778867441,1,-0.787357699727575,-0.491970162652914,0.191617920860134,0.0176853396523852,0,"HLA-DRA","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000007306",0.74520349982578,1,0.596157309067003,0.949600063982508,0.204396564156728,0.036994811864645,0,"CEACAM7","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000234741",-0.548482850488747,1,-0.835114024825482,-0.345890947990172,0.286631174336735,0.0268009931335013,0,"GAS5","lncRNA","MAPPED_EXACT_VERSION"
"ENSG00000196205",0.0587024805402285,0.526315789473684,-0.0145725463716608,0.0798454600898649,0.0732750269118893,0.0101893558221175,0,"EEF1A1P5","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000171747",1.58566971656576,1,1.16988036461038,1.95655891183183,0.415789351955381,0.0539123146620596,0,"LGALS4","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000197747",0.173882743824584,1,0.120659260302084,0.249909946348877,0.0760272025242934,0.0206457580608649,0,"S100A10","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000019582",-0.484567817554528,1,-0.625142091945991,-0.409452995480574,0.140574274391463,0.0136761673020288,0,"CD74","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000254709",0.287018689568268,0.973684210526316,0.000261001440675967,0.661175748549134,0.374157058980866,0.0711006661767413,0,"IGLL5","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000233476",0.0572232816019176,0.5,-0.0191316105436561,0.0826638388595684,0.0763548921455737,0.0101498656768308,0,"EEF1A1P6","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000091138",1.53856582052386,1,1.23334754165432,2.07542296066887,0.536857140145014,0.0389317644330139,0,"SLC26A3","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000240409",-0.0833740484672079,0.973684210526316,-0.187701537239046,-0.0385700444079683,0.104327488771838,0.0164673264922708,0,"MTATP8P1","unprocessed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000211675",0.303367408361728,0.973684210526316,0.0430354938672893,0.671907034750025,0.368539626388297,0.0675540557339584,0,"IGLC1","IG_C_gene","MAPPED_EXACT_VERSION"
"ENSG00000013588",0.523767512402507,1,0.310747819081248,0.841317204992152,0.317549692589646,0.0393541841676343,0,"GPRC5A","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000175793",-0.278696874707949,1,-0.375306258667741,-0.0875335205373084,0.191163354170641,0.046592966739981,0,"SFN","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000075624",0.0415846596141279,0.81578947368421,-0.0255882622374537,0.137925715123521,0.0963410555093933,0.0178119041186021,0,"ACTB","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000198643",0.531741964055631,1,0.390681668860553,0.695395590935007,0.163653626879376,0.04137645657241,0,"FAM3D","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000133112",-0.113053254599624,1,-0.169281767755772,-0.105756840943962,0.0562285131561482,0.00778211259247141,0,"TPT1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000108518",0.121131470515646,1,0.0689946789125911,0.181604486396866,0.0604730158812206,0.0177270142400514,0,"PFN1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000272398",0.0790835261769765,0.736842105263158,0.00674698311409367,0.151333801331903,0.0723365430628828,0.0218259172873566,0,"CD24","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000122406",-0.0443750081415136,0.342105263157895,-0.139277692605124,-0.0234335544744587,0.0949026844636101,0.0119149694762844,0,"RPL5","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000105388",0.58318346957867,1,0.386690700088452,0.80206711767892,0.21888364810025,0.0411190063095,0,"CEACAM5","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000198788",1.70344598536008,1,1.39382454777954,2.11637786158998,0.412931876229898,0.0779378307803488,0,"MUC2","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000166710",-0.0976350460541473,0.973684210526316,-0.204674431743525,-0.0182286106910473,0.107039385689378,0.0123373063548228,0,"B2M","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000132475",-0.0848832982833028,1,-0.156755613976523,-0.0601945728019361,0.0718723156932201,0.0154588567991554,0,"H3-3B","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000204592",0.057326582338171,0.447368421052632,-0.0509297680978806,0.0889063334000686,0.108256350436052,0.019177612119554,0,"HLA-E","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000163586",2.06589704670671,1,1.69810722263825,2.63316765547265,0.567270608765946,0.066442421593349,0,"FABP1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000080824",-0.329864424007237,1,-0.382565565508775,-0.295696354225212,0.0527011415015378,0.0167365216142984,0,"HSP90AA1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000256618",0.00892290414341808,0.81578947368421,-0.169972445976225,0.142085764441902,0.178895350119643,0.0271608146106394,0,"MTRNR2L1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000100316",0.0889772939691139,0.947368421052632,0.00168566103889298,0.105202178449462,0.0872916329302209,0.00912267016853852,0,"RPL3","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000104267",0.537798549934077,1,0.321479274054268,1.10809893960933,0.570300389675254,0.0524086821427441,0,"CA2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000166165",0.746700617874306,1,0.630936235176166,0.989700885280826,0.24300026740652,0.0318787196567569,0,"CKB","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000167996",0.32208907236001,1,0.224809721462399,0.397416478238517,0.0972793508976117,0.0176977035615139,0,"FTH1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000150991",0.026126921546206,0.947368421052632,-0.0732104030370196,0.113732744778545,0.0993373245832256,0.0115579578535673,0,"UBC","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000248923",0.0192826206771812,0.894736842105263,-0.0658728594945969,0.0737106356442912,0.0851554801717781,0.0180404554647316,0,"MTND5P11","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000111640",0.118824492230064,1,0.0597668234645887,0.169187410586765,0.0590576687654752,0.0163006195227557,0,"GAPDH","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000115758",0.0728059162514883,0.605263157894737,-0.0717303707673143,0.212599516689653,0.144536287018803,0.0270047933677518,0,"ODC1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000229117",-0.0739199399261418,0.921052631578947,-0.149633316018419,-0.0181832576604144,0.0757133760922772,0.0195483949584297,0,"RPL41","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000131981",0.356614022808338,1,0.199784679236116,0.528314272110394,0.171700249302056,0.0209613816548241,0,"LGALS3","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000265972",-0.0096930424679832,0.921052631578947,-0.202933680079818,0.041535190423376,0.193240637611834,0.0194810685231445,0,"TXNIP","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000117472",0.967342588169024,1,0.611571911066174,1.21986842232898,0.35577067710285,0.064691710088061,0,"TSPAN1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000142676",-0.0870114883006712,1,-0.175274189518641,-0.0516947495579064,0.08826270121797,0.0186140467407237,0,"RPL11","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000177600",-0.131771061094758,1,-0.220269198048586,-0.0810325606986598,0.0884981369538282,0.0139050624145257,0,"RPLP2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000067560",0.148990836017099,1,0.0960471120221487,0.166557317605623,0.0529437239949503,0.0117914876520397,0,"RHOA","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000143947",-0.115699932243048,1,-0.250936789797334,-0.0514471264062464,0.135236857554286,0.0166470559895302,0,"RPS27A","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000016490",1.25477938062989,1,0.919054766397841,1.7900661813924,0.535286800762512,0.0837024144955735,0,"CLCA1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000142541",-0.0565998415858947,0.736842105263158,-0.155182846999773,-0.0295735525729369,0.0985830054138785,0.0151694890784428,0,"RPL13A","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000138326",-0.107440948883149,1,-0.239985847836232,-0.0515089356474275,0.132544898953083,0.0188399848910747,0,"RPS24","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000170421",0.879103864771201,1,0.54760483406862,1.23516651949747,0.356062654726269,0.0335079649457927,0,"KRT8","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000262902",0.0630018021995797,0.605263157894737,-0.0839540087028216,0.117399195057169,0.146955810902401,0.0241878502533643,0,"MTCO1P40","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000249855",0.072161181005026,0.763157894736842,-0.0101482719283461,0.0917494564663356,0.0823094529333721,0.01124349425384,0,"EEF1A1P19","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000250182",0.0124247804137516,0.921052631578947,-0.0623629772439755,0.0574954259913845,0.0747877576577271,0.00874113134585947,0,"EEF1A1P13","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000165215",0.846023646824176,1,0.644600964876768,1.12498019748515,0.278956550660975,0.0350270585171179,0,"CLDN3","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000222037",0.492016149157162,1,0.125184147957858,0.950832249111139,0.458816099953977,0.0636583562001719,0,"IGLC6","IG_C_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000044574",0.0651143658427391,0.526315789473684,-0.0161133677445803,0.203697393878774,0.138583028036035,0.0216084784623186,0,"HSPA5","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000110955",0.131439097922178,0.973684210526316,0.044710923733552,0.19660726242371,0.0867281741886256,0.0153147244183485,0,"ATP5F1B","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000125356",0.0318845971042077,0.947368421052632,-0.0129450708518718,0.0982756513432041,0.0663910542389964,0.0178995215123802,0,"NDUFA1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000077147",0.241861235362625,1,0.174070117811027,0.311481734427382,0.0696204990647571,0.0163963420387693,0,"TM9SF3","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000186468",-0.104581894691037,0.973684210526316,-0.268123587405102,-0.0461640919370105,0.163541692714065,0.017780601354755,0,"RPS23","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000100201",-0.0888884985779217,1,-0.167315952547187,-0.0616048394652387,0.0784274539692653,0.0127253264985631,0,"DDX17","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000101439",0.200220508123975,1,0.093794894092823,0.269764294537831,0.106425614031152,0.0176607442425818,0,"CST3","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000086061",-0.249896515346357,1,-0.312940094161496,-0.208299419154637,0.0630435788151382,0.0189981534535271,0,"DNAJA1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000279483",-0.0659454973970911,0.842105263157895,-0.140974632849849,-0.0136307201256113,0.0750291354527582,0.0206137934689539,0,"AC090498.1","processed_pseudogene","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000197956",0.166418836690166,1,0.0593698585966294,0.337409168291629,0.170990331601463,0.0219384347113335,0,"S100A6","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000179674",0.265970948519614,1,0.0516386643272753,0.5554471195665,0.289476171046887,0.0561109493786863,0,"ARL14","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000226608",-0.035758316011861,0.763157894736842,-0.188105017234394,0.0266683174033635,0.152346701222533,0.0131365649360298,0,"FTLP3","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000171858",-0.165673167170139,1,-0.257705325044128,-0.130948389538157,0.0920321578739894,0.019331931491861,0,"RPS21","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000136238",-0.000799605042808061,0.894736842105263,-0.0709433614988958,0.0614148161806683,0.0701437564560877,0.0174797458595488,0,"RAC1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000239951",0.31835238855456,0.973684210526316,-0.130832458616074,0.6953505836214,0.449184847170634,0.0781701569100841,0,"IGKV3-20","IG_V_gene","MAPPED_EXACT_VERSION"
"ENSG00000125304",0.127396938422061,1,0.0696529876292416,0.179033786146028,0.0577439507928192,0.0204623861202133,0,"TM9SF2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000142937",-0.136156594559383,1,-0.250243377994459,-0.0938593147171872,0.114086783435076,0.0140118486147134,0,"RPS8","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000211899",-0.0921396591276919,0.763157894736842,-0.228490217847305,0.127898087643644,0.220037746771336,0.0616288953594789,0,"IGHM","IG_C_gene","MAPPED_EXACT_VERSION"
"ENSG00000197273",1.42330153250109,1,1.1809516136091,2.12201968115804,0.698718148656956,0.0646798500812785,0,"GUCA2A","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000102837",0.176213052880615,0.789473684210526,-0.198819586269213,0.513151693833008,0.375032639149828,0.0785415949799874,0,"OLFM4","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000137818",-0.0713669616488365,0.973684210526316,-0.188262727980615,0.00947632521983746,0.116895766331779,0.0149337232047131,0,"RPLP1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000079112",1.046383886632,1,0.736596342946306,1.38288585491802,0.336501968286014,0.0344383592043507,0,"CDH17","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000166598",0.0398481565060484,0.894736842105263,-0.0547735344110633,0.138697548869148,0.0988493923630998,0.0143950244337561,0,"HSP90B1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000167658",0.115944830211184,0.973684210526316,0.0469165445567935,0.148304328630001,0.0690282856543903,0.0117428008816947,0,"EEF2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000116251",-0.0647411267449605,0.894736842105263,-0.176236495256001,-0.0295632525628241,0.11149536851104,0.0153392580815376,0,"RPL22","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000005022",0.102085353367843,0.973684210526316,0.0463108665855583,0.138038144256925,0.0557744867822843,0.0197482234570555,0,"SLC25A5","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000168906",-0.222367361181084,1,-0.299971934023633,-0.16129218078091,0.0776045728425486,0.012385835664884,0,"MAT2A","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000021355",0.0883689166476407,0.68421052631579,-0.0484557278103383,0.331389866662525,0.243020950014885,0.0368573920795592,0,"SERPINB1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000198668",0.100183402730078,1,0.0548248658602419,0.138092364254952,0.0453585368698363,0.0115577109374617,0,"CALM1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000179163",0.486177374901461,1,0.3650171437065,0.599549612644815,0.121160231194962,0.0242957465774466,0,"FUCA1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000160180",0.973701752794504,1,0.671375317250815,1.24624969207866,0.302326435543689,0.0492190750938561,0,"TFF3","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000211598",0.144436474655214,0.868421052631579,-0.150731560317845,0.566794937779912,0.422358463124698,0.0742430603100205,0,"IGKV4-1","IG_V_gene","MAPPED_EXACT_VERSION"
"ENSG00000254772",0.0665075615042124,0.736842105263158,-0.00369122488517305,0.10200027272742,0.0701987863893855,0.0122242352124581,0,"EEF1G","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000156966",0.447855464086239,1,0.324991064550989,0.6330042536291,0.185148789542861,0.024895735002973,0,"B3GNT7","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000118181",-0.24578368701483,1,-0.361507470816796,-0.187361519421324,0.115723783801966,0.0168498769402762,0,"RPS25","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000114391",-0.223704765987593,1,-0.329317378099407,-0.165966651555408,0.105612612111814,0.017232120538932,0,"RPL24","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000108298",-0.158329324921913,1,-0.247332329182729,-0.0985082598623402,0.0890030042608162,0.0153179576643558,0,"RPL19","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000106153",-0.0402946960882489,0.5,-0.0743723666071552,0.00640032795423202,0.0466950240424809,0.0114320842101078,0,"CHCHD2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000211625",0.347752200070836,0.973684210526316,-0.100012736285303,0.73177634983855,0.44776493635614,0.075151894566702,0,"IGKV3D-20","IG_V_gene","MAPPED_EXACT_VERSION"
