"ensembl_gene_id","gene_symbol","tested_transcript_n","gene_primary_log2FC","transcript_same_direction_fraction","transcript_log2FC_min","transcript_log2FC_max","max_absolute_transcript_log2FC","lead_transcript_id","lead_transcript_log2FC","any_transcript_FDR_lt_0_05","transcript_heterogeneity_warning","concordance_label"
"ENSG00000250318","AC003072.1",1,0.0938341423578912,1,0.0866050316425115,0.0866050316425115,0.0866050316425115,"ENST00000510957.1:unprocessed_pseudogene:CTA-963H5.5-001",0.0866050316425115,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000137033","IL33",3,-0.299139442146787,1,-0.373912144281237,-0.341161410995915,0.373912144281237,"ENST00000417746.6:protein_coding:IL33-201",-0.373912144281237,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000085465","OVGP1",1,0.225721879906183,1,0.245597886894962,0.245597886894962,0.245597886894962,"ENST00000369732.3:protein_coding:OVGP1-001",0.245597886894962,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000254230","AC037459.3",1,-1.28590527382444,1,-1.11600045261145,-1.11600045261145,1.11600045261145,"ENST00000517384.1:antisense:RP11-582J16.3-001",-1.11600045261145,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000263006","ROCK1P1",1,0.0342522849828225,1,0.0119590300240219,0.0119590300240219,0.0119590300240219,"ENST00000608049.5:processed_transcript:ROCK1P1-003",0.0119590300240219,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000136051","WASHC4",3,-0.08859697700087,1,-0.132010309399019,-0.128588259365449,0.132010309399019,"ENST00000620430.4:protein_coding:KIAA1033-201",-0.132010309399019,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000160999","SH2B2",1,-0.132526024751949,1,-0.158501880270911,-0.158501880270911,0.158501880270911,"ENST00000536178.3:protein_coding:SH2B2-001",-0.158501880270911,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000115947","ORC4",5,-0.0284993834711169,1,-0.0133637271021073,-0.00542574486619311,0.0133637271021073,"ENST00000540442.5:protein_coding:ORC4-204",-0.0133637271021073,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000134201","GSTM5",2,0.398258093616555,1,0.473766745484876,0.500262487657547,0.500262487657547,"ENST00000256593.7:protein_coding:GSTM5-001",0.500262487657547,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000177868","SVBP",2,-0.0830594545798848,1,-0.0812146428904286,-0.0705825353597724,0.0812146428904286,"ENST00000372521.8:protein_coding:SVBP-001",-0.0812146428904286,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000136933","RABEPK",4,0.0179718259188127,1,0.049401802660385,0.0523202881078548,0.0523202881078548,"ENST00000628863.2:protein_coding:RABEPK-203",0.0523202881078548,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000185515","BRCC3",2,0.144059769927538,1,0.116590375508209,0.162195639762577,0.162195639762577,"ENST00000369462.5:protein_coding:BRCC3-001",0.162195639762577,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000244289","RPS3AP35",1,-0.106828906792449,1,-0.104498406163548,-0.104498406163548,0.104498406163548,"ENST00000478386.1:processed_pseudogene:RPS3AP35-001",-0.104498406163548,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000138750","NUP54",3,-0.270754119297617,1,-0.32036645938829,-0.260980645565223,0.32036645938829,"ENST00000508604.5:retained_intron:NUP54-006",-0.32036645938829,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
"ENSG00000153064","BANK1",5,-0.97663099592894,1,-0.99245632359664,-0.899144796106561,0.99245632359664,"ENST00000444316.2:protein_coding:BANK1-003",-0.99245632359664,FALSE,FALSE,"GENE_TRANSCRIPT_DIRECTION_CONCORDANT"
