"ensembl_gene_id","gene_symbol","log2_fold_change_no_zone","BH_FDR_no_zone","log2_fold_change_adjusted","BH_FDR_adjusted","no_zone_significant","attenuated","direction_reversed"
"ENSG00000006327","TNFRSF12A",0.567643371857975,0.0472564231084903,-0.129644184621327,0.839221914942702,TRUE,TRUE,TRUE
"ENSG00000006432","MAP3K9",-0.881497432089335,0.000711009122561381,0.225045184418848,0.496404878366495,TRUE,TRUE,TRUE
"ENSG00000006451","RALA",-0.161909487563555,0.286512950870137,0.115480175213397,0.658666920216855,FALSE,TRUE,TRUE
"ENSG00000006453","BAIAP2L1",1.11135943664766,0.0000303438826029245,0.235938246666334,0.593747345777195,TRUE,TRUE,FALSE
"ENSG00000006459","KDM7A",0.34975994055501,0.0124174792718099,0.172394941286704,0.54882175922051,TRUE,TRUE,FALSE
"ENSG00000006534","ALDH3B1",0.247461415266522,0.242025123183928,0.313659596832,0.473190695980209,FALSE,FALSE,FALSE
"ENSG00000006555","TTC22",-0.98749080314925,0.00561258949356705,0.312735837385004,0.502672019135206,TRUE,TRUE,TRUE
"ENSG00000006607","FARP2",0.259361624245358,0.00910464228112933,0.122158043958613,0.522953251743145,TRUE,TRUE,FALSE
"ENSG00000006611","USH1C",4.37844837016299,0.00000193362448432842,1.01480485439888,0.247658734760139,TRUE,TRUE,FALSE
"ENSG00000006625","GGCT",-0.693504820157956,0.00161142401888001,-0.144290488896584,0.712940087248643,TRUE,TRUE,FALSE
"ENSG00000006634","DBF4",0.161223393043632,0.36987195501419,0.0261509498081726,0.96446682578382,FALSE,TRUE,FALSE
"ENSG00000006652","IFRD1",0.047853177949965,0.710501126716043,-0.104390704279788,0.675888932674322,FALSE,FALSE,TRUE
"ENSG00000006695","COX10",0.559135167574093,0.000185731822791317,0.0141250403714159,0.968765294430249,TRUE,TRUE,FALSE
"ENSG00000006704","GTF2IRD1",-0.337148039835697,0.0528109190627617,0.214895911379147,0.510567061909051,FALSE,TRUE,TRUE
"ENSG00000006712","PAF1",-0.191422514203942,0.0827783251222564,0.170512887400247,0.377605392155154,FALSE,TRUE,TRUE
"ENSG00000006715","VPS41",-0.00234515161414596,0.98339198008189,0.150616361461781,0.399369185536832,FALSE,FALSE,TRUE
"ENSG00000006744","ELAC2",-0.110908370075223,0.130154404255428,-0.00243364252963451,0.989309382042359,FALSE,TRUE,FALSE
"ENSG00000006747","SCIN",1.2256953754371,0.00000886888504780039,0.829679526850398,0.098742066619199,TRUE,TRUE,FALSE
"ENSG00000006756","ARSD",0.914458531001417,0.00023383238757266,0.0666573143094465,0.88772348829781,TRUE,TRUE,FALSE
"ENSG00000006757","PNPLA4",-0.0311477984867403,0.861721396262984,0.105398638655282,0.730094730283637,FALSE,FALSE,TRUE
"ENSG00000006831","ADIPOR2",0.287192217864784,0.075321726323312,0.18617371855989,0.482166804769979,FALSE,TRUE,FALSE
"ENSG00000007062","PROM1",2.92207829100438,0.0000117437146373203,0.938473150236627,0.221403570996502,TRUE,TRUE,FALSE
"ENSG00000007080","CCDC124",-0.184017783001203,0.185373711084408,0.240440806006103,0.300240292922458,FALSE,FALSE,TRUE
"ENSG00000007168","PAFAH1B1",-0.206942125227799,0.0547093705148217,0.038133897624946,0.856360823483658,FALSE,TRUE,TRUE
"ENSG00000007171","NOS2",1.4304621509932,0.0705979426078995,0.328918849257888,0.827746447995267,FALSE,TRUE,FALSE
"ENSG00000007202","KIAA0100",-0.00859156011072075,0.942386126576551,0.0755975532995073,0.740717868326319,FALSE,FALSE,TRUE
"ENSG00000007216","SLC13A2",3.14083565440901,0.0000421533455275278,0.744075241329314,0.25849380736952,TRUE,TRUE,FALSE
